"K_SGH";"K_AFD";"V_AFDNAVN";"K_FRADTO";"D_TILDTO";"D_AJODTO";"C_SPECIALE1";"C_SPECIALE2";"C_SPECIALE3";"C_SPECIALE4"
"4202";"246";"PSYKIATRISK DAGHOSPITAL P";"1983-01-01";"1987-12-31";"1983-01-01";"050";NULL;NULL;NULL
"4202";"246";"PSYKIATRISK DAGHOSPITAL P";"1988-01-01";"1990-12-31";"1988-01-01";"050";NULL;NULL;NULL
"4202";"246";"PSYKIATRISK DAGHOSPITAL P";"1991-01-01";"1994-12-31";"1991-01-01";"050";NULL;NULL;NULL
"4202";"246";"Psykiatrisk daghospital P";"1995-01-01";"2000-12-31";"2000-12-22";"050";NULL;NULL;NULL
"4202";"246";"Od Psykiatrisk Skadestue";"2005-04-01";"2500-01-01";"2005-03-17";"050";NULL;NULL;NULL
"4202";"247";"ALKOHOLAMBULATORIUM";"1982-01-01";"1982-12-31";"1982-01-01";"050";NULL;NULL;NULL
"4202";"247";"ALKOHOLAMBULATORIUM";"1983-01-01";"1987-12-31";"1983-01-01";"050";NULL;NULL;NULL
"4202";"25 ";"Børneafdelingen H, OUH";"2006-01-01";"2500-01-01";"2006-03-21";NULL;NULL;NULL;NULL
"4202";"250";"BØRNEAFDELINGER H OG J";"1976-04-01";"1979-12-31";"1976-04-01";"080";NULL;NULL;NULL
"4202";"250";"BØRNEAFDELING H";"1980-01-01";"1982-12-31";"1980-01-01";"080";NULL;NULL;NULL
"4202";"250";"BØRNEAFDELING H";"1983-01-01";"1987-12-31";"1983-01-01";"080";NULL;NULL;NULL
"4202";"250";"BØRNEAFDELING H";"1988-01-01";"1990-12-31";"1988-01-01";"080";NULL;NULL;NULL
"4202";"33 ";"Geriatrisk afd. G, Odense Universitetshospital";"2006-01-01";"2500-01-01";"2005-12-14";NULL;NULL;NULL;NULL
"4202";"330";"GERIATRISK AFDELING Q";"1977-01-01";"1982-12-31";"1977-01-01";"002";"001";NULL;NULL
"4202";"339";"Od Geriatrisk afdeling G, ambulatorium";"2002-01-01";"2500-01-01";"2001-10-31";"002";"001";NULL;NULL
"4202";"34 ";"Arbejds- og Miljømed. klinik, Odense Universitetshospital";"2006-01-01";"2500-01-01";"2005-12-14";NULL;NULL;NULL;NULL
"4202";"340";"ARBEJDSMEDICINSK KLINIK";"1977-01-01";"1982-12-31";"1977-01-01";"001";NULL;NULL;NULL
"4202";"149";"NEFROLOGISK AMBULATORIUM Y";"1991-01-01";"1994-12-31";"1991-01-01";"011";"001";NULL;NULL
"4202";"149";"Nefrologisk ambulatorium Y";"1995-01-01";"2001-12-31";"2001-10-31";"011";"001";NULL;NULL
"4202";"149";"Nyremedicinsk Ambulatorium Y";"2002-01-01";"2500-01-01";"2006-03-21";"011";"001";NULL;NULL
"4202";"15 ";"Neurokirurgisk afd. U, Odense Universitetshospital";"2006-01-01";"2500-01-01";"2005-12-14";NULL;NULL;NULL;NULL
"4202";"150";"NEUROKIRURGISK AFDELING U";"1976-04-01";"1982-12-31";"1976-04-01";"040";NULL;NULL;NULL
"4202";"150";"NEUROKIRURGISK AFDELING U";"1983-01-01";"1990-12-31";"1983-01-01";"040";NULL;NULL;NULL
"4202";"150";"NEUROKIRURGISK AFDELING U";"1991-01-01";"1994-12-31";"1991-01-01";"040";NULL;NULL;NULL
"4202";"150";"Neurokirurgisk afdeling U";"1995-01-01";"2001-12-31";"2001-10-31";"040";NULL;NULL;NULL
"4202";"150";"Od Neurokirurgisk afdeling U";"2002-01-01";"2500-01-01";"2001-10-31";"040";NULL;NULL;NULL
"4202";"159";"NEUROKIRURGISK AMB. U";"1977-01-01";"1982-12-31";"1977-01-01";"040";NULL;NULL;NULL
"4202";"159";"NEUROKIRURGISK AMB. U";"1983-01-01";"1990-12-31";"1983-01-01";"040";NULL;NULL;NULL
"4202";"159";"NEUROKIRURGISK AMB. U";"1991-01-01";"1994-12-31";"1991-01-01";"040";NULL;NULL;NULL
"4202";"159";"Neurokirurgisk amb. U";"1995-01-01";"2001-12-31";"2001-10-31";"040";NULL;NULL;NULL
"4202";"159";"Od Neurokirurgisk amb. U";"2002-01-01";"2500-01-01";"2001-10-31";"040";NULL;NULL;NULL
"4202";"16 ";"Neurologisk Afdeling N, OUH";"2006-01-01";"2500-01-01";"2006-03-21";NULL;NULL;NULL;NULL
"4202";"160";"NEUROLOGISK AFDELING N";"1976-04-01";"1979-12-31";"1976-04-01";"020";NULL;NULL;NULL
"4202";"160";"NEUROMEDICINSK AFD. N";"1980-01-01";"1982-12-31";"1980-01-01";"020";NULL;NULL;NULL
"4202";"160";"NEUROMEDICINSK AFD. N";"1983-01-01";"1990-12-31";"1983-01-01";"020";NULL;NULL;NULL
"4202";"160";"NEUROMEDICINSK AFD. N";"1991-01-01";"1994-12-31";"1991-01-01";"020";NULL;NULL;NULL
"4202";"167";"Od Epilepsiambulatorium";"2002-01-01";"2500-01-01";"2001-10-31";"020";NULL;NULL;NULL
"4202";"169";"NEUROLOGISK AMBULATORIUM N";"1977-01-01";"1979-12-31";"1977-01-01";"020";NULL;NULL;NULL
"4202";"169";"KLINISK NEUROFYSIOLOGISK AFD.";"1980-01-01";"1982-12-31";"1980-01-01";"020";NULL;NULL;NULL
"4202";"169";"NEUROMED.AFD.N, NEUROFYS.AFSN.";"1983-01-01";"1990-12-31";"1983-01-01";"064";NULL;NULL;NULL
"4202";"169";"NEUROMED.AFD.N, NEUROFYS.AFSN.";"1991-01-01";"1994-12-31";"1991-01-01";"064";NULL;NULL;NULL
"4202";"169";"Neuromed.afd.n, neurofys.afsn.";"1995-01-01";"2001-12-31";"2001-10-31";"064";NULL;NULL;NULL
"4206";"049";"PARENKYMKIRURGISK AMBULATORIUM";"1995-01-01";"1997-12-31";"1997-11-17";"030";NULL;NULL;NULL
"4206";"049";"ORGANKIRURGISK AMBULATORIUM";"1998-01-01";"1998-12-31";"1998-12-03";"030";NULL;NULL;NULL
"4206";"050";"PSYKIATRISK AFDELING K";"1976-04-01";"1982-12-31";"1976-04-01";"050";NULL;NULL;NULL
"4206";"050";"PSYKIATRISK AFDELING";"1983-01-01";"1987-12-31";"1983-01-01";"050";NULL;NULL;NULL
"4206";"050";"PSYKIATRISK AFDELING";"1988-01-01";"1990-12-31";"1988-01-01";"050";NULL;NULL;NULL
"4206";"050";"PSYKIATRISK AFDELING";"1991-01-01";"1994-12-31";"1991-01-01";"050";NULL;NULL;NULL
"4206";"056";"PSYKIATRISK DAGHOSPITAL K";"1979-01-01";"1982-12-31";"1979-01-01";"050";NULL;NULL;NULL
"4206";"056";"PSYKIATRISK DAGHOSPITAL";"1983-01-01";"1987-12-31";"1983-01-01";"050";NULL;NULL;NULL
"4206";"060";"RETSPSYKIATRISK AFDELING";"1990-01-01";"1990-12-31";"1990-01-01";"050";NULL;NULL;NULL
"4206";"060";"RETSPSYKIATRISK AFDELING";"1991-01-01";"1994-12-31";"1991-01-01";"050";NULL;NULL;NULL
"4206";"066";"PSYKIATRISK DAGHOSPITAL M";"1979-01-01";"1982-12-31";"1979-01-01";"050";NULL;NULL;NULL
"4206";"066";"PSYKIATRISK DAGHOSPITAL M";"1983-01-01";"1983-12-31";"1983-01-01";"050";NULL;NULL;NULL
"4206";"069";"PSYKIATRISK AMBULATORIUM M";"1977-01-01";"1982-12-31";"1977-01-01";"050";NULL;NULL;NULL
"4206";"069";"PSYKIATRISK AMBULATORIUM M";"1983-01-01";"1983-12-31";"1983-01-01";"050";NULL;NULL;NULL
"4206";"070";"LANGTIDSMEDICINSK AFDELING";"1980-01-01";"1982-12-31";"1980-01-01";"002";NULL;NULL;NULL
"4206";"070";"LANGTIDSMEDICINSK AFDELING";"1983-01-01";"1989-12-31";"1983-01-01";"002";NULL;NULL;NULL
"4206";"070";"DISTRIKTSPSYKIATRISK CENTER";"1993-01-01";"1994-12-31";"1993-01-01";"050";NULL;NULL;NULL
"4206";"080";"DISTRIKTSPSYKIATRISK AFDELING";"1993-01-01";"1994-12-31";"1993-01-01";"050";NULL;NULL;NULL
"4206";"111";"BLODBANK";"1995-01-01";"1998-12-31";"1998-12-03";"060";NULL;NULL;NULL
"4202";"340";"ARBEJDSMEDICINSK KLINIK";"1983-01-01";"1983-12-31";"1983-01-01";"086";NULL;NULL;NULL
"4202";"340";"ARBEJDSMEDICINSK AFDELING";"1984-01-01";"1987-12-31";"1984-01-01";"086";NULL;NULL;NULL
"4202";"340";"ARBEJDSMEDICINSK AFDELING";"1988-01-01";"1990-12-31";"1988-01-01";"086";NULL;NULL;NULL
"4202";"340";"ARBEJDSMEDICINSK AFDELING";"1991-01-01";"1993-12-31";"1991-01-01";"086";NULL;NULL;NULL
"4202";"340";"ARBEJDS- OG MILJØMED. KLINIK";"1994-01-01";"1994-12-31";"1994-01-01";"086";NULL;NULL;NULL
"4202";"340";"ARBEJDS- OG MILJØMED. KLINIK";"1995-01-01";"1997-12-31";"1997-11-17";"086";NULL;NULL;NULL
"4202";"349";"ARBEJDS- OG MILJØMED. AMB.";"1995-01-01";"1997-12-31";"1997-11-17";"086";NULL;NULL;NULL
"4202";"369";"HØRECENTRAL";"1979-01-01";"1981-12-31";"1979-01-01";"046";NULL;NULL;NULL
"4202";"369";"Infektionsmedicinsk ambulatorium";"2007-11-01";"2500-01-01";"2007-11-20";"001";"005";NULL;NULL
"4202";"37 ";"Lungemedicinsk afdeling J, Odense Universitetshospital";"2007-11-01";"2500-01-01";"2007-11-20";NULL;NULL;NULL;NULL
"4202";"370";"VENTEAFDELING X";"1982-01-01";"1982-12-31";"1982-01-01";"099";NULL;NULL;NULL
"4202";"370";"VENTEAFDELING X";"1983-01-01";"1983-12-31";"1983-01-01";"099";NULL;NULL;NULL
"4202";"370";"Lungemedicinsk afdeling J";"2007-11-01";"2500-01-01";"2007-11-20";"001";"010";NULL;NULL
"4202";"379";"Lungemedicinsk ambulatorium J";"2007-11-01";"2500-01-01";"2007-11-20";"001";"010";NULL;NULL
"4202";"38 ";"Reumatologisk afdeling C, Odense Universitetshospital";"2007-11-01";"2500-01-01";"2007-11-20";NULL;NULL;NULL;NULL
"4202";"380";"Reumatologisk afdeling C";"2007-11-01";"2500-01-01";"2007-11-20";"001";"012";NULL;NULL
"4206";"109";"ORTOPÆDKIRURGISK AMBULATORIUM";"1993-01-01";"1994-12-31";"1993-01-01";"042";NULL;NULL;NULL
"4206";"109";"ORTOPÆDKIRURGISK AMBULATORIUM";"1995-01-01";"1998-12-31";"1998-12-03";"042";NULL;NULL;NULL
"4206";"110";"KLINISK KEMISK AFDELING";"1993-01-01";"1994-12-31";"1993-01-01";"060";NULL;NULL;NULL
"4206";"110";"KLINISK KEMISK AFDELING";"1995-01-01";"1998-12-31";"1998-12-03";"060";NULL;NULL;NULL
"4206";"111";"BLODBANK";"1993-01-01";"1994-12-31";"1993-01-01";"060";NULL;NULL;NULL
"4207";"020";"GERIATRISK AFDELING";"1995-01-01";"1998-12-31";"1998-12-03";"002";"001";"000";NULL
"4207";"026";"GERIATRISK DAGHOSPITAL";"1994-01-01";"1994-12-31";"1994-01-01";"002";"001";NULL;NULL
"4207";"026";"GERIATRISK DAGHOSPITAL";"1995-01-01";"1998-12-31";"1998-12-03";"002";"001";NULL;NULL
"4207";"029";"LANGTIDSMEDICINSK AMBULATORIUM";"1980-01-01";"1982-12-31";"1980-01-01";"002";NULL;NULL;NULL
"4207";"029";"GERIATRISK AMBULATORIUM";"1983-01-01";"1994-12-31";"1983-01-01";"000";"001";NULL;NULL
"4207";"029";"GERIATRISK AMBULATORIUM";"1995-01-01";"1998-12-31";"1998-12-03";"000";"001";NULL;NULL
"4212";"154";"Sv Ergoterapi";"2003-01-01";"2006-01-31";"2006-01-17";"098";NULL;NULL;NULL
"4212";"21 ";"Geriatrisk overafd., Sygehus Fyn (Svendborg)";"2006-01-01";"2500-01-01";"2006-01-17";NULL;NULL;NULL;NULL
"4212";"210";"C S Ru Geriatrisk afdeling";"1999-01-01";"2001-12-31";"2001-10-31";"002";"001";"000";NULL
"4212";"210";"Ru Geriatrisk afdeling";"2002-01-01";"2006-01-31";"2006-01-17";"002";"001";"000";NULL
"4212";"210";"Geriatrisk afd., Sygehus Fyn";"2006-02-01";"2500-01-01";"2006-01-17";"002";NULL;NULL;NULL
"4202";"56 ";"Hæmatologisk afd. X, Odense Universitetshospital";"2006-01-01";"2500-01-01";"2005-12-14";NULL;NULL;NULL;NULL
"4202";"560";"Od Hæmatologisk afdeling X";"2003-01-01";"2500-01-01";"2002-12-20";"004";NULL;NULL;NULL
"4202";"569";"Od Hæmatologisk amb. X";"2003-01-01";"2500-01-01";"2002-12-20";"004";NULL;NULL;NULL
"4202";"61 ";"Anæstesiologisk-Intensiv Afdeling, Middelfart, OUH";"2006-01-01";"2500-01-01";"2006-03-21";NULL;NULL;NULL;NULL
"4202";"610";"Anæstesiologisk-Intensiv Afdeling V";"2002-01-01";"2500-01-01";"2006-03-21";"084";NULL;NULL;NULL
"4202";"648";"Mi Skadestuen";"2002-01-01";"2500-01-01";"2001-10-31";"042";NULL;NULL;NULL
"4202";"649";"Mi Ortopædkirurgisk amb.O";"2002-01-01";"2006-11-30";"2006-11-17";"042";NULL;NULL;NULL
"4202";"649";"Mi Ortopædkirurgisk amb.O";"2006-12-01";"2006-12-31";"2006-12-18";"042";NULL;NULL;NULL
"4202";"65 ";"Fysioterapi, Middelfart, Odense Universitetshospital";"2006-01-01";"2006-03-31";"2006-03-21";NULL;NULL;NULL;NULL
"4202";"653";"Mi Fysioterapi";"2003-01-01";"2006-03-31";"2006-03-21";"098";NULL;NULL;NULL
"4207";"010";"MEDICINSK-KIRURGISK AFDELING";"1976-04-01";"1980-12-31";"1976-04-01";"000";NULL;NULL;NULL
"4207";"019";"AMBULATORIUM";"1977-01-01";"1980-12-31";"1977-01-01";"000";NULL;NULL;NULL
"4207";"020";"LANGTIDSMEDICINSK AFDELING";"1980-01-01";"1982-12-31";"1980-01-01";"002";NULL;NULL;NULL
"4207";"020";"LANGTIDSMEDICINSK AFDELING";"1983-01-01";"1986-12-30";"1983-01-01";"002";"001";NULL;NULL
"4207";"020";"LANGTIDSMEDICINSK AFDELING";"1986-12-31";"1990-08-24";"1986-12-31";"000";"001";NULL;NULL
"4207";"020";"GERIATRISK AFDELING";"1990-08-25";"1990-12-31";"1990-08-25";"006";"001";"000";NULL
"4207";"020";"GERIATRISK AFDELING";"1991-01-01";"1994-12-31";"1991-01-01";"002";"001";"000";NULL
"4207";"039";"KIRURGISK AMBULATORIUM";"1983-01-01";"1990-12-31";"1983-01-01";"030";NULL;NULL;NULL
"4207";"040";"MEDICINSK AFDELING M 1";"1990-01-01";"1994-12-31";"1990-01-01";"001";NULL;NULL;NULL
"4207";"040";"MEDICINSK AFDELING M 1";"1995-01-01";"1998-12-31";"1998-12-03";"001";NULL;NULL;NULL
"4207";"049";"MEDICINSK AFDELING M 1 AMBULAT";"1990-01-01";"1994-12-31";"1990-01-01";"001";NULL;NULL;NULL
"4207";"049";"MEDICINSK AFDELING M 1 AMBULAT";"1995-01-01";"1998-12-31";"1998-12-03";"001";NULL;NULL;NULL
"4207";"050";"RØNTGENAFDELING";"1997-01-01";"1998-12-31";"1998-12-03";"066";NULL;NULL;NULL
"4208";"010";"MEDICINSK-KIRURGISK AFDELING";"1976-04-01";"1982-12-31";"1976-04-01";"000";NULL;NULL;NULL
"4208";"010";"MEDICINSK-KIRURGISK AFDELING";"1983-01-01";"1994-12-31";"1983-01-01";"000";"030";NULL;NULL
"4208";"010";"MEDICINSK-KIRURGISK AFDELING";"1995-01-01";"1998-12-31";"1998-12-03";"000";"030";NULL;NULL
"4208";"019";"AMBULATORIUM";"1977-01-01";"1982-12-31";"1977-01-01";"000";NULL;NULL;NULL
"4208";"019";"AMBULATORIUM";"1983-01-01";"1994-12-31";"1983-01-01";"000";NULL;NULL;NULL
"4208";"019";"AMBULATORIUM";"1995-01-01";"1998-12-31";"1998-12-03";"000";NULL;NULL;NULL
"4208";"050";"RØNTGENAFDELING";"1997-01-01";"1998-12-31";"1998-12-03";"000";"066";NULL;NULL
"4209";"010";"MEDICINSK-KIRURGISK AFDELING";"1976-04-01";"1978-12-31";"1976-04-01";"000";NULL;NULL;NULL
"4209";"010";"KIRURGISK AFDELING";"1979-01-01";"1982-12-31";"1979-01-01";"030";NULL;NULL;NULL
"4209";"010";"KIRURGISK AFDELING";"1983-01-01";"1986-12-30";"1983-01-01";"000";"030";NULL;NULL
"4210";"010";"MEDICINSK-KIRURGISK AFDELING";"1976-04-01";"1981-12-31";"1976-04-01";"000";NULL;NULL;NULL
"4210";"010";"KIRURGISK AFDELING";"1983-01-01";"1983-12-31";"1983-01-01";"000";NULL;NULL;NULL
"4202";"169";"Neurologisk Afdeling N, Neurofysiologisk Afsnit";"2002-01-01";"2500-01-01";"2006-03-21";"064";NULL;NULL;NULL
"4202";"17 ";"Øjenafdelingen E, OUH";"2006-01-01";"2500-01-01";"2006-03-21";NULL;NULL;NULL;NULL
"4202";"170";"ØJENAFDELING E";"1976-04-01";"1982-12-31";"1976-04-01";"044";NULL;NULL;NULL
"4202";"170";"ØJENAFDELING E";"1983-01-01";"1990-12-31";"1983-01-01";"044";NULL;NULL;NULL
"4202";"170";"ØJENAFDELING E";"1991-01-01";"1994-12-31";"1991-01-01";"044";NULL;NULL;NULL
"4202";"170";"Øjenafdeling E";"1995-01-01";"2001-12-31";"2001-10-31";"044";NULL;NULL;NULL
"4202";"170";"Øjenafdelingen E";"2002-01-01";"2500-01-01";"2006-03-21";"044";NULL;NULL;NULL
"4202";"179";"ØJENAFDELING, AMBULATORIUM E";"1977-01-01";"1982-12-31";"1977-01-01";"044";NULL;NULL;NULL
"4202";"179";"ØJENAFDELING, AMBULATORIUM E";"1983-01-01";"1990-12-31";"1983-01-01";"044";NULL;NULL;NULL
"4202";"179";"ØJENAFDELING, AMBULATORIUM E";"1991-01-01";"1994-12-31";"1991-01-01";"044";NULL;NULL;NULL
"4202";"179";"Øjenafdeling, ambulatorium E";"1995-01-01";"2001-12-31";"2001-10-31";"044";NULL;NULL;NULL
"4202";"179";"Øjenambulatoriet E";"2002-01-01";"2500-01-01";"2006-03-21";"044";NULL;NULL;NULL
"4202";"18 ";"Ortopædkirurgisk Afdeling O, OUH";"2006-01-01";"2500-01-01";"2006-03-21";NULL;NULL;NULL;NULL
"4210";"029";"KIRURGISK AMBULATORIUM";"1981-01-01";"1981-04-30";"1981-01-01";"030";NULL;NULL;NULL
"4210";"029";"KIRURGISK AMBULATORIUM";"1981-05-01";"1982-12-31";"1981-05-01";"030";NULL;NULL;NULL
"4210";"029";"MEDICINSK-KIRURGISK AMB.";"1983-01-01";"1983-12-31";"1983-01-01";"000";NULL;NULL;NULL
"4210";"030";"MEDICINSK AFDELING";"1990-01-01";"1994-12-31";"1990-01-01";"001";NULL;NULL;NULL
"4210";"030";"MEDICINSK AFDELING";"1995-01-01";"1998-12-31";"1998-12-03";"001";NULL;NULL;NULL
"4210";"039";"MEDICINSK AMBULATORIUM";"1990-01-01";"1994-12-31";"1990-01-01";"001";NULL;NULL;NULL
"4210";"039";"MEDICINSK AMBULATORIUM";"1995-01-01";"1998-12-31";"1998-12-03";"001";NULL;NULL;NULL
"4202";"66 ";"Ergoterapi, Middelfart, Odense Universitetshospital";"2006-01-01";"2006-03-31";"2006-03-21";NULL;NULL;NULL;NULL
"4202";"664";"Mi Ergoterapi";"2003-01-01";"2006-03-31";"2006-03-21";"098";NULL;NULL;NULL
"4202";"67 ";"OUH Respirationscenter Syd (Odense)";"2012-09-01";"2500-01-01";"2012-08-16";NULL;NULL;NULL;NULL
"4202";"670";"OUH Resp.center Syd Afsnit (Odense)";"2012-09-01";"2500-01-01";"2012-08-16";"084";NULL;NULL;NULL
"4202";"679";"OUH Resp.center Syd Amb. RS (Odense)";"2012-09-01";"2500-01-01";"2012-08-16";"084";NULL;NULL;NULL
"4202";"770";"OUH Fælles Akut Afs. (Svendborg)";"2012-11-01";"2500-01-01";"2012-10-12";"090";"030";NULL;NULL
"4202";"779";"OUH Fælles Akut Amb. (Svendborg)";"2012-11-01";"2500-01-01";"2012-10-12";"090";"030";NULL;NULL
"4202";"78 ";"OUH Medicinsk Afdeling (Ærø)";"2012-11-01";"2500-01-01";"2012-10-24";NULL;NULL;NULL;NULL
"4202";"780";"OUH Medicinsk Afsnit (Ærø)";"2012-11-01";"2500-01-01";"2012-10-24";"001";NULL;NULL;NULL
"4202";"789";"OUH Medicinsk Amb. (Ærø)";"2012-11-01";"2500-01-01";"2012-10-24";"001";NULL;NULL;NULL
"4202";"79 ";"OUH Anæstesi-Intensiv SV (Svendborg)";"2012-11-01";"2500-01-01";"2012-10-24";NULL;NULL;NULL;NULL
"4202";"790";"OUH Intensiv Afsnit (Svendborg)";"2012-11-01";"2500-01-01";"2012-10-24";"084";NULL;NULL;NULL
"4202";"797";"OUH Smerte Amb. (Svendborg)";"2012-11-01";"2500-01-01";"2012-10-24";"084";NULL;NULL;NULL
"4202";"799";"OUH Intensiv Amb. SV (Svendborg)";"2012-11-01";"2500-01-01";"2012-10-24";"084";NULL;NULL;NULL
"4207";"030";"KIRURGISK AFDELING";"1980-01-01";"1982-12-31";"1980-01-01";"030";NULL;NULL;NULL
"4207";"030";"KIRURGISK AFDELING";"1983-01-01";"1986-12-30";"1983-01-01";"030";NULL;NULL;NULL
"4202";"389";"Reumatologisk ambulatorium";"2007-11-01";"2500-01-01";"2007-11-20";"001";"012";NULL;NULL
"4202";"39 ";"Akut modtagerafdeling AMA, Odense Universitetshospital";"2007-11-01";"2012-05-30";"2012-05-22";NULL;NULL;NULL;NULL
"4202";"390";"Akut modtagerafdeling AMA";"2007-11-01";"2012-05-30";"2012-05-22";"001";NULL;NULL;NULL
"4202";"397";"Dedikeret Medicinsk Udredningscenter DMU";"2010-11-01";"2012-05-30";"2012-05-22";"001";NULL;NULL;NULL
"4202";"247";"ALKOHOLAMBULATORIUM";"1991-01-01";"1994-12-31";"1991-01-01";"050";NULL;NULL;NULL
"4202";"247";"Alkoholambulatorium";"1995-01-01";"2001-12-31";"2001-10-31";"050";NULL;NULL;NULL
"4202";"247";"Od Alkoholambulatorium";"2002-01-01";"2500-01-01";"2001-10-31";"050";NULL;NULL;NULL
"4202";"249";"PSYKIATRISK AMBULATORIUM P";"1977-01-01";"1982-12-31";"1977-01-01";"050";NULL;NULL;NULL
"4202";"249";"PSYKIATRISK AMBULATORIUM P";"1983-01-01";"1987-12-31";"1983-01-01";"050";NULL;NULL;NULL
"4202";"249";"PSYKIATRISK AMBULATORIUM P";"1988-01-01";"1990-12-31";"1988-01-01";"050";NULL;NULL;NULL
"4202";"249";"PSYKIATRISK AMBULATORIUM P";"1991-01-01";"1994-12-31";"1991-01-01";"050";NULL;NULL;NULL
"4202";"249";"Psykiatrisk ambulatorium P";"1995-01-01";"2001-12-31";"2001-10-31";"050";NULL;NULL;NULL
"4202";"249";"Od Psykiatrisk ambulatorium P";"2002-01-01";"2500-01-01";"2001-10-31";"050";NULL;NULL;NULL
"4202";"260";"ONKOLOG.-RADIOTERAPEUT. AFD. R";"1988-01-01";"1990-12-31";"1988-01-01";"022";"061";NULL;NULL
"4202";"077";"OBSTETRISK AMBULATORIUM D";"1983-01-01";"1994-12-31";"1983-01-01";"038";NULL;NULL;NULL
"4202";"077";"Obstetrisk ambulatorium D";"1995-01-01";"2001-12-31";"2001-10-31";"038";NULL;NULL;NULL
"4202";"077";"Od Obstetrisk ambulatorium D";"2002-01-01";"2500-01-01";"2001-10-31";"038";NULL;NULL;NULL
"4202";"079";"GYNÆKOLOGISK AMBULATORIUM D";"1977-01-01";"1982-12-31";"1977-01-01";"038";NULL;NULL;NULL
"4202";"079";"GYNÆKOLOGISK AMBULATORIUM D";"1983-01-01";"1994-12-31";"1983-01-01";"038";NULL;NULL;NULL
"4202";"079";"Gynækologisk ambulatorium D";"1995-01-01";"2001-12-31";"2001-10-31";"038";NULL;NULL;NULL
"4202";"079";"Od Gynækologisk ambulatorium D";"2002-01-01";"2500-01-01";"2001-10-31";"038";NULL;NULL;NULL
"4202";"08 ";"Endokrinologisk afd. M, Odense Universitetshospital";"2006-01-01";"2500-01-01";"2005-12-14";NULL;NULL;NULL;NULL
"4202";"080";"MEDICINSK AFDELING M";"1976-04-01";"1982-12-31";"1976-04-01";"001";NULL;NULL;NULL
"4202";"080";"MEDICINSK AFDELING M";"1983-01-01";"1994-12-31";"1983-01-01";"008";"001";NULL;NULL
"4202";"080";"MEDICINSK AFDELING M";"1995-01-01";"1996-01-24";"1995-01-01";"008";"001";NULL;NULL
"4202";"080";"Endokrinologisk afdeling M";"1996-01-25";"2001-12-31";"2001-10-31";"008";"001";NULL;NULL
"4210";"040";"RØNTGEN";"1995-01-01";"1998-12-31";"1998-12-03";"066";NULL;NULL;NULL
"4211";"010";"MEDICINSK-KIRURGISK AFDELING";"1976-04-01";"1982-12-31";"1976-04-01";"000";NULL;NULL;NULL
"4211";"010";"MEDICINSK-KIRURGISK AFDELING";"1983-01-01";"1983-12-31";"1983-01-01";"000";NULL;NULL;NULL
"4211";"019";"AMBULATORIUM";"1977-01-01";"1982-12-31";"1977-01-01";"000";NULL;NULL;NULL
"4211";"019";"AMBULATORIUM";"1983-01-01";"1983-12-31";"1983-01-01";"000";NULL;NULL;NULL
"4212";"01 ";"Anæstesiologisk overafd, Sygehus Fyn (Sv., Få.,Ny.)";"2006-01-01";"2500-01-01";"2006-01-17";NULL;NULL;NULL;NULL
"4212";"010";"GERIATRISK AFDELING";"1976-04-01";"1976-12-31";"1976-04-01";"002";NULL;NULL;NULL
"4212";"010";"C S Sv Anæstesiafdeling";"1999-01-01";"2001-12-31";"2001-10-31";"084";NULL;NULL;NULL
"4212";"010";"Sv Anæstesiafdeling";"2002-01-01";"2006-01-31";"2006-01-17";"084";NULL;NULL;NULL
"4212";"010";"Anæstesiologisk afd., Sygehus Fyn";"2006-02-01";"2500-01-01";"2006-01-17";"084";NULL;NULL;NULL
"4202";"219";"Audiologisk ambulatorium";"1995-01-01";"2001-12-31";"2001-10-31";"046";NULL;NULL;NULL
"4202";"230";"PLASTIKKIRURGISK AFDELING Z";"1983-01-01";"1994-12-31";"1983-01-01";"033";"030";NULL;NULL
"4202";"230";"Plastikkirurgisk afdeling Z";"1995-01-01";"2001-12-31";"2001-10-31";"033";"030";NULL;NULL
"4202";"230";"Od Plastikkirurgisk afdeling Z";"2002-01-01";"2500-01-01";"2001-10-31";"033";"030";NULL;NULL
"4202";"239";"PLASTIKKIRURGISK AMBULAT. Z";"1977-01-01";"1982-12-31";"1977-01-01";"033";"030";NULL;NULL
"4202";"239";"PLASTIKKIRURGISK AMBULAT. Z";"1983-01-01";"1994-12-31";"1983-01-01";"033";"030";NULL;NULL
"4202";"239";"Plastikkirurgisk ambulat. z";"1995-01-01";"2001-12-31";"2001-10-31";"033";"030";NULL;NULL
"4202";"239";"Od Plastikkirurgisk ambulat. Z";"2002-01-01";"2500-01-01";"2001-10-31";"033";"030";NULL;NULL
"4202";"24 ";"Psykiatrisk afd. P, Odense Universitetshospital";"2006-01-01";"2500-01-01";"2005-12-14";NULL;NULL;NULL;NULL
"4202";"240";"PSYKIATRISK AFDELING P";"1976-04-01";"1982-12-31";"1976-04-01";"050";NULL;NULL;NULL
"4202";"240";"PSYKIATRISK AFDELING P";"1983-01-01";"1987-12-31";"1983-01-01";"050";NULL;NULL;NULL
"4210";"010";"KIRURGISK AFDELING";"1984-01-01";"1986-12-30";"1984-01-01";"000";"030";NULL;NULL
"4210";"010";"KIRURGISK AFDELING";"1986-12-31";"1990-12-31";"1986-12-31";"000";"030";NULL;NULL
